URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
117916,811,2889,State-funded primary,172,78,94,45.35%,54.65%,6,3.49%,21,12.21%,5,167,0,2.90%,97.10%,0,33,33,172,19.19%
117926,812,2899,State-funded primary,248,134,114,54.03%,45.97%,12,4.84%,33,13.31%,14,234,0,5.60%,94.40%,0,109,111,233,47.64%
117934,813,2907,State-funded primary,546,271,275,49.63%,50.37%,10,1.83%,66,12.09%,353,193,0,64.70%,35.30%,0,218,218,504,43.25%
117935,811,2908,State-funded primary,445,218,227,48.99%,51.01%,12,2.70%,77,17.30%,70,375,0,15.70%,84.30%,0,86,87,445,19.55%
117936,811,2909,State-funded primary,412,209,203,50.73%,49.27%,15,3.64%,43,10.44%,122,290,0,29.60%,70.40%,0,158,159,405,39.26%
117937,811,2910,State-funded primary,261,124,137,47.51%,52.49%,12,4.60%,53,20.31%,56,205,0,21.50%,78.50%,0,105,106,233,45.49%
117939,811,2912,State-funded primary,31,11,20,35.48%,64.52%,0,0.00%,2,6.45%,2,29,0,6.50%,93.50%,0,3,3,25,12.00%
117941,811,2914,State-funded primary,385,194,191,50.39%,49.61%,13,3.38%,58,15.06%,170,215,0,44.20%,55.80%,0,98,99,349,28.37%
117942,811,2915,State-funded primary,84,38,46,45.24%,54.76%,4,4.76%,9,10.71%,4,80,0,4.80%,95.20%,0,24,23,75,30.67%
117967,813,2940,State-funded primary,213,104,109,48.83%,51.17%,12,5.63%,34,15.96%,10,203,0,4.70%,95.30%,0,80,76,199,38.19%
117969,811,3011,State-funded primary,87,38,49,43.68%,56.32%,7,8.05%,15,17.24%,0,87,0,0.00%,100.00%,0,10,10,73,13.70%
117970,811,3012,State-funded primary,27,12,15,44.44%,55.56%,5,18.52%,3,11.11%,1,26,0,3.70%,96.30%,0,4,4,27,14.81%
117972,811,3017,State-funded primary,39,22,17,56.41%,43.59%,3,7.69%,8,20.51%,2,37,0,5.10%,94.90%,0,13,12,31,38.71%
117973,811,3018,State-funded primary,93,36,57,38.71%,61.29%,3,3.23%,6,6.45%,0,92,1,0.00%,98.90%,0.011,17,17,87,19.54%
117974,811,3019,State-funded primary,160,68,92,42.50%,57.50%,20,12.50%,16,10.00%,9,151,0,5.60%,94.40%,0,33,33,160,20.63%
117976,811,3021,State-funded primary,96,52,44,54.17%,45.83%,5,5.21%,9,9.38%,0,96,0,0.00%,100.00%,0,19,17,91,18.68%
117977,811,3022,State-funded primary,102,51,51,50.00%,50.00%,14,13.73%,14,13.73%,2,99,1,2.00%,97.10%,0.01,16,16,89,17.98%
117980,811,3026,State-funded primary,99,41,58,41.41%,58.59%,3,3.03%,19,19.19%,0,99,0,0.00%,100.00%,0,14,14,92,15.22%
117981,811,3027,State-funded primary,138,71,67,51.45%,48.55%,5,3.62%,21,15.22%,1,137,0,0.70%,99.30%,0,11,11,138,7.97%
117982,811,3029,State-funded primary,296,149,147,50.34%,49.66%,8,2.70%,38,12.84%,11,285,0,3.70%,96.30%,0,59,60,296,20.27%
117983,811,3030,State-funded primary,71,26,45,36.62%,63.38%,7,9.86%,13,18.31%,3,68,0,4.20%,95.80%,0,15,15,56,26.79%
117985,811,3032,State-funded primary,285,146,139,51.23%,48.77%,11,3.86%,36,12.63%,13,272,0,4.60%,95.40%,0,28,28,285,9.82%
117987,811,3034,State-funded primary,264,139,125,52.65%,47.35%,7,2.65%,34,12.88%,14,250,0,5.30%,94.70%,0,26,26,222,11.71%
117989,811,3036,State-funded primary,117,57,60,48.72%,51.28%,5,4.27%,17,14.53%,0,117,0,0.00%,100.00%,0,11,11,96,11.46%
117990,811,3037,State-funded primary,62,33,29,53.23%,46.77%,4,6.45%,8,12.90%,1,61,0,1.60%,98.40%,0,8,9,56,16.07%
117992,811,3039,State-funded primary,78,34,44,43.59%,56.41%,3,3.85%,5,6.41%,6,72,0,7.70%,92.30%,0,18,18,78,23.08%
117993,811,3040,State-funded primary,127,53,74,41.73%,58.27%,11,8.66%,16,12.60%,0,127,0,0.00%,100.00%,0,15,15,116,12.93%
117995,811,3042,State-funded primary,175,85,90,48.57%,51.43%,4,2.29%,36,20.57%,1,174,0,0.60%,99.40%,0,15,15,175,8.57%
117996,811,5203,State-funded primary,163,88,75,53.99%,46.01%,3,1.84%,10,6.13%,9,154,0,5.50%,94.50%,0,8,8,147,5.44%
117997,811,3044,State-funded primary,32,15,17,46.88%,53.13%,4,12.50%,0,0.00%,0,32,0,0.00%,100.00%,0,9,9,23,39.13%
117999,811,3046,State-funded primary,102,53,49,51.96%,48.04%,3,2.94%,8,7.84%,3,99,0,2.90%,97.10%,0,13,12,90,13.33%
118000,811,3047,State-funded primary,83,43,40,51.81%,48.19%,1,1.20%,4,4.82%,0,83,0,0.00%,100.00%,0,6,6,72,8.33%
118001,811,3048,State-funded primary,43,21,22,48.84%,51.16%,0,0.00%,10,23.26%,1,42,0,2.30%,97.70%,0,5,5,40,12.50%
118002,811,3049,State-funded primary,207,94,113,45.41%,54.59%,22,10.63%,22,10.63%,2,205,0,1.00%,99.00%,0,10,12,180,6.67%
118003,811,3050,State-funded primary,196,88,108,44.90%,55.10%,5,2.55%,30,15.31%,3,193,0,1.50%,98.50%,0,12,12,196,6.12%
118004,813,3055,State-funded primary,139,72,67,51.80%,48.20%,8,5.76%,17,12.23%,5,134,0,3.60%,96.40%,0,50,51,139,36.69%
118005,813,3056,State-funded primary,180,90,90,50.00%,50.00%,4,2.22%,17,9.44%,3,177,0,1.70%,98.30%,0,29,29,180,16.11%
118006,813,3057,State-funded primary,278,143,135,51.44%,48.56%,5,1.80%,34,12.23%,11,267,0,4.00%,96.00%,0,86,86,278,30.94%
118007,813,3058,State-funded primary,216,95,121,43.98%,56.02%,2,0.93%,28,12.96%,3,213,0,1.40%,98.60%,0,70,61,190,32.11%
118010,813,3063,State-funded primary,101,54,47,53.47%,46.53%,3,2.97%,7,6.93%,2,99,0,2.00%,98.00%,0,15,15,101,14.85%
118014,813,3067,State-funded primary,63,29,34,46.03%,53.97%,2,3.17%,11,17.46%,0,63,0,0.00%,100.00%,0,9,9,60,15.00%
118016,813,3071,State-funded primary,232,116,116,50.00%,50.00%,6,2.59%,35,15.09%,164,68,0,70.70%,29.30%,0,96,93,206,45.15%
118017,812,3072,State-funded primary,122,59,63,48.36%,51.64%,4,3.28%,27,22.13%,4,118,0,3.30%,96.70%,0,20,23,122,18.85%
118020,813,3075,State-funded primary,159,79,80,49.69%,50.31%,4,2.52%,24,15.09%,8,151,0,5.00%,95.00%,0,37,29,125,23.20%
118022,813,3077,State-funded primary,32,15,17,46.88%,53.13%,2,6.25%,3,9.38%,0,32,0,0.00%,100.00%,0,9,8,26,30.77%
118023,813,3078,State-funded primary,41,19,22,46.34%,53.66%,0,0.00%,9,21.95%,2,39,0,4.90%,95.10%,0,12,12,39,30.77%
118025,811,3081,State-funded primary,109,46,63,42.20%,57.80%,6,5.50%,19,17.43%,2,107,0,1.80%,98.20%,0,17,17,98,17.35%
118026,811,3082,State-funded primary,95,39,56,41.05%,58.95%,4,4.21%,10,10.53%,0,95,0,0.00%,100.00%,0,9,9,74,12.16%
118028,811,3086,State-funded primary,51,29,22,56.86%,43.14%,2,3.92%,10,19.61%,1,50,0,2.00%,98.00%,0,11,11,51,21.57%
118030,811,3088,State-funded primary,384,193,191,50.26%,49.74%,20,5.21%,57,14.84%,27,357,0,7.00%,93.00%,0,73,74,383,19.32%
118034,811,3316,State-funded primary,99,58,41,58.59%,41.41%,4,4.04%,13,13.13%,4,95,0,4.00%,96.00%,0,6,6,86,6.98%
118038,813,3322,State-funded primary,56,27,29,48.21%,51.79%,1,1.79%,15,26.79%,0,56,0,0.00%,100.00%,0,6,6,56,10.71%
118043,813,3330,State-funded primary,63,31,32,49.21%,50.79%,2,3.17%,12,19.05%,2,61,0,3.20%,96.80%,0,13,12,52,23.08%
118044,811,3331,State-funded primary,124,57,67,45.97%,54.03%,2,1.61%,19,15.32%,0,124,0,0.00%,100.00%,0,10,10,124,8.06%
118051,810,3506,State-funded primary,535,280,255,52.34%,47.66%,13,2.43%,58,10.84%,17,518,0,3.20%,96.80%,0,80,81,500,16.20%
118072,811,4050,State-funded secondary,827,827,0,100.00%,0.00%,26,3.14%,79,9.55%,33,792,2,4.00%,95.80%,0.002,140,137,745,18.39%
118073,811,4051,State-funded secondary,728,414,314,56.87%,43.13%,26,3.57%,91,12.50%,31,697,0,4.30%,95.70%,0,153,148,667,22.19%
118075,811,4054,State-funded secondary,731,331,400,45.28%,54.72%,65,8.89%,115,15.73%,7,724,0,1.00%,99.00%,0,294,297,731,40.63%
118076,811,4055,State-funded secondary,626,296,330,47.28%,52.72%,81,12.94%,106,16.93%,22,604,0,3.50%,96.50%,0,138,146,626,23.32%
118082,811,4061,State-funded secondary,1257,649,608,51.63%,48.37%,88,7.00%,58,4.61%,18,1239,0,1.40%,98.60%,0,285,271,1123,24.13%
118085,811,4064,State-funded secondary,1047,515,532,49.19%,50.81%,65,6.21%,133,12.70%,55,992,0,5.30%,94.70%,0,367,356,974,36.55%
118097,813,4087,State-funded secondary,1333,650,683,48.76%,51.24%,46,3.45%,218,16.35%,66,1267,0,5.00%,95.00%,0,380,384,1333,28.81%
118109,813,4491,State-funded secondary,1024,505,519,49.32%,50.68%,36,3.52%,165,16.11%,19,1005,0,1.90%,98.10%,0,309,313,1024,30.57%
118111,811,4500,State-funded secondary,952,443,509,46.53%,53.47%,67,7.04%,155,16.28%,40,912,0,4.20%,95.80%,0,482,462,876,52.74%
118112,813,4501,State-funded secondary,877,431,446,49.14%,50.86%,24,2.74%,106,12.09%,17,860,0,1.90%,98.10%,0,180,175,806,21.71%
118120,811,5200,State-funded primary,104,59,45,56.73%,43.27%,3,2.88%,11,10.58%,0,104,0,0.00%,100.00%,0,14,14,91,15.38%
118122,811,5202,State-funded primary,119,59,60,49.58%,50.42%,3,2.52%,16,13.45%,2,117,0,1.70%,98.30%,0,16,16,103,15.53%
118123,810,6000,Independent school,94,40,54,42.55%,57.45%,0,0.00%,3,3.19%,,,,,,,,NA,NA,0.00%
118124,812,6000,Independent school,70,31,39,44.29%,55.71%,20,28.57%,1,1.43%,,,,,,,,NA,NA,0.00%
118125,812,6001,Independent school,154,73,81,47.40%,52.60%,2,1.30%,2,1.30%,,,,,,,,NA,NA,0.00%
118126,811,6000,Independent school,494,246,248,49.80%,50.20%,7,1.42%,76,15.38%,,,,,,,,NA,NA,0.00%
118131,810,6001,Independent school,1029,510,519,49.56%,50.44%,4,0.39%,189,18.37%,,,,,,,,NA,NA,0.00%
118132,811,6003,Independent school,730,353,377,48.36%,51.64%,2,0.27%,118,16.16%,,,,,,,,NA,NA,0.00%
118138,810,7000,State-funded special school,183,47,136,25.68%,74.32%,183,100.00%,0,0.00%,14,169,0,7.70%,92.30%,0,87,81,160,50.63%
118140,810,7007,State-funded special school,123,12,111,9.76%,90.24%,123,100.00%,0,0.00%,2,121,0,1.60%,98.40%,0,84,86,123,69.92%
118144,811,7016,State-funded special school,136,34,102,25.00%,75.00%,136,100.00%,0,0.00%,2,134,0,1.50%,98.50%,0,73,58,111,52.25%
118145,811,7018,State-funded special school,155,54,101,34.84%,65.16%,155,100.00%,0,0.00%,5,138,12,3.20%,89.00%,0.077,51,41,125,32.80%
118146,813,7019,State-funded special school,157,48,109,30.57%,69.43%,156,99.36%,1,0.64%,14,143,0,8.90%,91.10%,0,77,78,157,49.68%
118147,813,7020,State-funded special school,191,63,128,32.98%,67.02%,191,100.00%,0,0.00%,13,178,0,6.80%,93.20%,0,78,77,188,40.96%
118148,811,7025,State-funded special school,140,38,102,27.14%,72.86%,140,100.00%,0,0.00%,16,123,1,11.40%,87.90%,0.007,47,38,115,33.04%
118156,921,2002,State-funded primary,118,57,61,48.31%,51.69%,1,0.85%,22,18.64%,25,93,0,21.20%,78.80%,0,16,16,118,13.56%
118158,921,2005,State-funded primary,204,80,124,39.22%,60.78%,10,4.90%,51,25.00%,7,197,0,3.40%,96.60%,0,57,58,204,28.43%
118159,921,2006,State-funded primary,176,102,74,57.95%,42.05%,5,2.84%,19,10.80%,0,175,1,0.00%,99.40%,0.006,37,37,151,24.50%
118160,921,2007,State-funded primary,414,217,197,52.42%,47.58%,9,2.17%,47,11.35%,21,393,0,5.10%,94.90%,0,32,32,414,7.73%
118161,921,2009,State-funded primary,214,116,98,54.21%,45.79%,7,3.27%,10,4.67%,3,211,0,1.40%,98.60%,0,20,20,196,10.20%
118162,921,2010,State-funded primary,213,100,113,46.95%,53.05%,9,4.23%,15,7.04%,4,209,0,1.90%,98.10%,0,17,17,213,7.98%
118163,921,2012,State-funded primary,257,123,134,47.86%,52.14%,11,4.28%,60,23.35%,26,229,2,10.10%,89.10%,0.008,100,102,257,39.69%
118164,921,2014,State-funded primary,415,220,195,53.01%,46.99%,11,2.65%,74,17.83%,36,379,0,8.70%,91.30%,0,114,114,415,27.47%
118165,921,2015,State-funded primary,200,85,115,42.50%,57.50%,4,2.00%,19,9.50%,4,196,0,2.00%,98.00%,0,28,28,200,14.00%
118167,921,2018,State-funded primary,411,198,213,48.18%,51.82%,19,4.62%,48,11.68%,20,389,2,4.90%,94.60%,0.005,79,79,379,20.84%
118168,921,2021,State-funded primary,375,192,183,51.20%,48.80%,12,3.20%,61,16.27%,9,366,0,2.40%,97.60%,0,98,100,375,26.67%
118169,921,2024,State-funded primary,93,45,48,48.39%,51.61%,4,4.30%,11,11.83%,0,92,1,0.00%,98.90%,0.011,19,19,93,20.43%
118172,921,2029,State-funded primary,210,87,123,41.43%,58.57%,14,6.67%,25,11.90%,7,202,1,3.30%,96.20%,0.005,30,30,210,14.29%
118173,921,2030,State-funded primary,89,37,52,41.57%,58.43%,2,2.25%,27,30.34%,2,87,0,2.20%,97.80%,0,33,33,89,37.08%
118175,921,2033,State-funded primary,249,131,118,52.61%,47.39%,9,3.61%,33,13.25%,7,241,1,2.80%,96.80%,0.004,79,81,249,32.53%
118176,921,2038,State-funded primary,209,114,95,54.55%,45.45%,7,3.35%,20,9.57%,8,201,0,3.80%,96.20%,0,34,34,209,16.27%
118177,921,2039,State-funded primary,318,139,179,43.71%,56.29%,22,6.92%,49,15.41%,21,297,0,6.60%,93.40%,0,99,99,318,31.13%
118178,921,2041,State-funded primary,196,118,78,60.20%,39.80%,10,5.10%,33,16.84%,6,188,2,3.10%,95.90%,0.01,55,56,196,28.57%
118179,921,2042,State-funded primary,207,94,113,45.41%,54.59%,10,4.83%,28,13.53%,16,191,0,7.70%,92.30%,0,63,64,207,30.92%
118180,921,3000,State-funded primary,69,31,38,44.93%,55.07%,4,5.80%,17,24.64%,0,69,0,0.00%,100.00%,0,12,12,69,17.39%
118181,921,3001,State-funded primary,185,97,88,52.43%,47.57%,3,1.62%,18,9.73%,8,177,0,4.30%,95.70%,0,27,27,185,14.59%
118182,921,3003,State-funded primary,125,52,73,41.60%,58.40%,23,18.40%,32,25.60%,5,120,0,4.00%,96.00%,0,53,53,114,46.49%
118183,921,3004,State-funded primary,370,195,175,52.70%,47.30%,14,3.78%,65,17.57%,15,352,3,4.10%,95.10%,0.008,99,100,370,27.03%
118188,921,3011,State-funded primary,189,87,102,46.03%,53.97%,6,3.17%,29,15.34%,6,182,1,3.20%,96.30%,0.005,25,25,189,13.23%
118192,921,3300,State-funded primary,85,37,48,43.53%,56.47%,4,4.71%,11,12.94%,1,83,1,1.20%,97.60%,0.012,21,21,85,24.71%
118193,921,3303,State-funded primary,207,100,107,48.31%,51.69%,16,7.73%,64,30.92%,8,199,0,3.90%,96.10%,0,98,98,184,53.26%
118194,921,3304,State-funded primary,176,89,87,50.57%,49.43%,9,5.11%,38,21.59%,5,170,1,2.80%,96.60%,0.006,55,55,176,31.25%
118195,921,3310,State-funded primary,167,72,95,43.11%,56.89%,10,5.99%,48,28.74%,20,147,0,12.00%,88.00%,0,39,43,167,25.75%
118196,921,3311,State-funded primary,117,57,60,48.72%,51.28%,2,1.71%,24,20.51%,5,112,0,4.30%,95.70%,0,35,35,117,29.91%
118198,921,3313,State-funded primary,148,84,64,56.76%,43.24%,2,1.35%,15,10.14%,1,146,1,0.70%,98.60%,0.007,24,24,148,16.22%
118199,921,3314,State-funded primary,201,100,101,49.75%,50.25%,9,4.48%,28,13.93%,15,182,4,7.50%,90.50%,0.02,30,31,201,15.42%
118200,921,3315,State-funded primary,300,141,159,47.00%,53.00%,15,5.00%,33,11.00%,7,292,1,2.30%,97.30%,0.003,61,61,300,20.33%
118223,921,6002,Independent school,723,358,365,49.52%,50.48%,1,0.14%,197,27.25%,,,,,,,,NA,NA,0.00%
118225,921,6041,Independent school,193,89,104,46.11%,53.89%,0,0.00%,50,25.91%,,,,,,,,NA,NA,0.00%
118226,921,7000,Non-maintained special school,89,27,62,30.34%,69.66%,89,100.00%,0,0.00%,2,87,0,2.20%,97.80%,0,30,27,68,39.71%
118227,921,7001,State-funded special school,212,59,153,27.83%,72.17%,212,100.00%,0,0.00%,2,210,0,0.90%,99.10%,0,117,91,160,56.88%
118228,921,7003,State-funded special school,138,50,88,36.23%,63.77%,138,100.00%,0,0.00%,2,136,0,1.40%,98.60%,0,47,47,138,34.06%
118229,886,1001,State-funded nursery,92,37,55,40.22%,59.78%,0,0.00%,12,13.04%,47,45,0,51.10%,48.90%,0,0,NA,NA,0.00%
118254,886,2088,State-funded primary,203,115,88,56.65%,43.35%,2,0.99%,37,18.23%,13,190,0,6.40%,93.60%,0,62,63,203,31.03%
118255,886,2089,State-funded primary,271,120,151,44.28%,55.72%,6,2.21%,15,5.54%,9,262,0,3.30%,96.70%,0,33,33,271,12.18%
118257,886,2094,State-funded primary,216,111,105,51.39%,48.61%,6,2.78%,25,11.57%,13,203,0,6.00%,94.00%,0,16,16,216,7.41%
118258,886,2095,State-funded primary,439,212,227,48.29%,51.71%,16,3.64%,75,17.08%,198,240,1,45.10%,54.70%,0.002,75,76,377,20.16%
118262,886,2109,State-funded primary,211,109,102,51.66%,48.34%,5,2.37%,16,7.58%,12,199,0,5.70%,94.30%,0,28,29,211,13.74%
118264,886,2116,State-funded primary,245,125,120,51.02%,48.98%,5,2.04%,79,32.24%,110,135,0,44.90%,55.10%,0,117,117,208,56.25%
118266,886,2120,State-funded primary,209,101,108,48.33%,51.67%,4,1.91%,22,10.53%,54,154,1,25.80%,73.70%,0.005,52,53,209,25.36%
118271,886,2128,State-funded primary,208,95,113,45.67%,54.33%,1,0.48%,31,14.90%,9,199,0,4.30%,95.70%,0,49,49,208,23.56%
118272,886,2130,State-funded primary,169,83,86,49.11%,50.89%,5,2.96%,21,12.43%,25,144,0,14.80%,85.20%,0,58,58,169,34.32%
118273,886,2132,State-funded primary,180,79,101,43.89%,56.11%,5,2.78%,42,23.33%,9,171,0,5.00%,95.00%,0,65,67,180,37.22%
118277,886,2136,State-funded primary,174,79,95,45.40%,54.60%,0,0.00%,22,12.64%,11,163,0,6.30%,93.70%,0,27,28,174,16.09%
118278,886,2137,State-funded primary,134,72,62,53.73%,46.27%,4,2.99%,46,34.33%,8,126,0,6.00%,94.00%,0,23,25,134,18.66%
118279,886,2138,State-funded primary,279,132,147,47.31%,52.69%,3,1.08%,48,17.20%,6,273,0,2.20%,97.80%,0,45,46,279,16.49%
118280,886,2139,State-funded primary,408,207,201,50.74%,49.26%,8,1.96%,24,5.88%,41,366,1,10.00%,89.70%,0.002,49,49,408,12.01%
118282,886,2142,State-funded primary,169,75,94,44.38%,55.62%,3,1.78%,19,11.24%,8,161,0,4.70%,95.30%,0,37,37,169,21.89%
118283,886,2147,State-funded primary,95,45,50,47.37%,52.63%,3,3.16%,13,13.68%,15,80,0,15.80%,84.20%,0,23,23,95,24.21%
118284,886,2148,State-funded primary,83,47,36,56.63%,43.37%,2,2.41%,19,22.89%,0,83,0,0.00%,100.00%,0,18,18,83,21.69%
118285,886,2155,State-funded primary,418,198,220,47.37%,52.63%,20,4.78%,37,8.85%,124,294,0,29.70%,70.30%,0,67,68,418,16.27%
118286,886,2156,State-funded primary,420,214,206,50.95%,49.05%,3,0.71%,68,16.19%,85,335,0,20.20%,79.80%,0,41,41,420,9.76%
118288,886,2161,State-funded primary,208,106,102,50.96%,49.04%,10,4.81%,33,15.87%,12,195,1,5.80%,93.80%,0.005,30,30,208,14.42%
118289,886,2163,State-funded primary,209,117,92,55.98%,44.02%,6,2.87%,43,20.57%,7,202,0,3.30%,96.70%,0,35,35,209,16.75%
118290,886,2164,State-funded primary,198,92,106,46.46%,53.54%,1,0.51%,34,17.17%,9,189,0,4.50%,95.50%,0,37,38,198,19.19%
118291,886,2165,State-funded primary,395,185,210,46.84%,53.16%,6,1.52%,49,12.41%,22,373,0,5.60%,94.40%,0,104,104,395,26.33%
118292,886,2166,State-funded primary,100,44,56,44.00%,56.00%,3,3.00%,13,13.00%,2,98,0,2.00%,98.00%,0,22,22,100,22.00%
118293,886,2167,State-funded primary,210,100,110,47.62%,52.38%,6,2.86%,8,3.81%,13,197,0,6.20%,93.80%,0,9,9,210,4.29%
118294,886,2168,State-funded primary,207,110,97,53.14%,46.86%,7,3.38%,33,15.94%,9,198,0,4.30%,95.70%,0,67,67,207,32.37%
118295,886,2169,State-funded primary,56,31,25,55.36%,44.64%,1,1.79%,13,23.21%,4,52,0,7.10%,92.90%,0,26,27,56,48.21%
118297,886,2171,State-funded primary,415,216,199,52.05%,47.95%,7,1.69%,96,23.13%,137,278,0,33.00%,67.00%,0,100,108,415,26.02%
118301,886,2175,State-funded primary,354,165,189,46.61%,53.39%,11,3.11%,78,22.03%,140,214,0,39.50%,60.50%,0,120,122,354,34.46%
118302,886,2176,State-funded primary,310,158,152,50.97%,49.03%,8,2.58%,24,7.74%,108,202,0,34.80%,65.20%,0,95,95,310,30.65%
118307,886,2185,State-funded primary,205,99,106,48.29%,51.71%,7,3.41%,29,14.15%,5,200,0,2.40%,97.60%,0,34,34,205,16.59%
118308,886,2187,State-funded primary,201,100,101,49.75%,50.25%,4,1.99%,26,12.94%,7,194,0,3.50%,96.50%,0,16,18,201,8.96%
118309,886,2188,State-funded primary,76,42,34,55.26%,44.74%,1,1.32%,6,7.89%,2,74,0,2.60%,97.40%,0,13,13,76,17.11%
118310,886,2189,State-funded primary,209,92,117,44.02%,55.98%,6,2.87%,13,6.22%,5,204,0,2.40%,97.60%,0,23,23,209,11.00%
118311,886,2190,State-funded primary,58,29,29,50.00%,50.00%,5,8.62%,11,18.97%,6,52,0,10.30%,89.70%,0,5,5,58,8.62%
118313,886,2192,State-funded primary,383,193,190,50.39%,49.61%,10,2.61%,41,10.70%,24,359,0,6.30%,93.70%,0,90,91,383,23.76%
118314,886,2193,State-funded primary,205,114,91,55.61%,44.39%,3,1.46%,21,10.24%,27,178,0,13.20%,86.80%,0,59,59,205,28.78%
118317,887,2198,State-funded primary,172,81,91,47.09%,52.91%,7,4.07%,83,48.26%,39,133,0,22.70%,77.30%,0,73,73,146,50.00%
118320,887,2202,State-funded primary,366,161,205,43.99%,56.01%,9,2.46%,73,19.95%,143,223,0,39.10%,60.90%,0,140,145,322,45.03%
118329,887,2215,State-funded primary,260,128,132,49.23%,50.77%,4,1.54%,37,14.23%,94,166,0,36.20%,63.80%,0,60,60,260,23.08%
118330,887,2216,State-funded primary,138,65,73,47.10%,52.90%,4,2.90%,41,29.71%,44,94,0,31.90%,68.10%,0,52,52,138,37.68%
118336,886,2226,State-funded primary,105,53,52,50.48%,49.52%,1,0.95%,8,7.62%,6,99,0,5.70%,94.30%,0,23,23,105,21.90%
118337,886,2227,State-funded primary,208,98,110,47.12%,52.88%,3,1.44%,13,6.25%,22,186,0,10.60%,89.40%,0,12,13,208,6.25%
118338,886,2228,State-funded primary,416,203,213,48.80%,51.20%,16,3.85%,67,16.11%,37,379,0,8.90%,91.10%,0,95,95,416,22.84%
118341,886,2231,State-funded primary,190,91,99,47.89%,52.11%,6,3.16%,43,22.63%,9,178,3,4.70%,93.70%,0.016,29,32,190,16.84%
118346,886,2239,State-funded primary,131,75,56,57.25%,42.75%,5,3.82%,22,16.79%,6,125,0,4.60%,95.40%,0,15,17,131,12.98%
118348,886,2245,State-funded primary,413,199,214,48.18%,51.82%,10,2.42%,55,13.32%,59,353,1,14.30%,85.50%,0.002,260,262,387,67.70%
118354,886,2254,State-funded primary,208,100,108,48.08%,51.92%,9,4.33%,36,17.31%,50,158,0,24.00%,76.00%,0,74,76,208,36.54%
118356,886,2258,State-funded primary,427,223,204,52.22%,47.78%,1,0.23%,54,12.65%,76,351,0,17.80%,82.20%,0,36,38,427,8.90%
118359,886,2263,State-funded primary,276,142,134,51.45%,48.55%,3,1.09%,42,15.22%,26,245,5,9.40%,88.80%,0.018,97,98,236,41.53%
118361,886,2265,State-funded primary,104,62,42,59.62%,40.38%,5,4.81%,11,10.58%,2,102,0,1.90%,98.10%,0,29,30,104,28.85%
118363,886,2268,State-funded primary,140,68,72,48.57%,51.43%,4,2.86%,27,19.29%,13,126,1,9.30%,90.00%,0.007,34,34,140,24.29%
118364,886,2269,State-funded primary,200,86,114,43.00%,57.00%,9,4.50%,45,22.50%,10,188,2,5.00%,94.00%,0.01,64,66,200,33.00%
118365,886,2270,State-funded primary,198,91,107,45.96%,54.04%,2,1.01%,16,8.08%,4,194,0,2.00%,98.00%,0,21,22,198,11.11%
118369,886,2275,State-funded primary,210,99,111,47.14%,52.86%,4,1.90%,26,12.38%,60,150,0,28.60%,71.40%,0,50,52,210,24.76%
118370,886,2276,State-funded primary,353,183,170,51.84%,48.16%,2,0.57%,48,13.60%,93,260,0,26.30%,73.70%,0,46,48,353,13.60%
118371,886,5226,State-funded primary,480,277,203,57.71%,42.29%,9,1.88%,72,15.00%,106,374,0,22.10%,77.90%,0,120,122,480,25.42%
118372,886,2278,State-funded primary,115,47,68,40.87%,59.13%,3,2.61%,17,14.78%,4,111,0,3.50%,96.50%,0,29,29,115,25.22%
118373,886,2279,State-funded primary,71,32,39,45.07%,54.93%,5,7.04%,21,29.58%,11,60,0,15.50%,84.50%,0,19,19,71,26.76%
118374,886,2280,State-funded primary,209,106,103,50.72%,49.28%,5,2.39%,17,8.13%,6,203,0,2.90%,97.10%,0,25,25,209,11.96%
118375,886,2282,State-funded primary,422,197,225,46.68%,53.32%,11,2.61%,66,15.64%,105,314,3,24.90%,74.40%,0.007,73,73,422,17.30%
118377,886,2285,State-funded primary,171,74,97,43.27%,56.73%,2,1.17%,26,15.20%,19,152,0,11.10%,88.90%,0,40,42,171,24.56%
118381,886,2289,State-funded primary,107,53,54,49.53%,50.47%,3,2.80%,11,10.28%,0,107,0,0.00%,100.00%,0,17,17,107,15.89%
118385,886,2298,State-funded primary,389,205,184,52.70%,47.30%,4,1.03%,49,12.60%,22,367,0,5.70%,94.30%,0,73,74,389,19.02%
118387,886,2300,State-funded primary,192,106,86,55.21%,44.79%,6,3.13%,26,13.54%,18,174,0,9.40%,90.60%,0,46,46,192,23.96%
118393,886,2312,State-funded primary,394,197,197,50.00%,50.00%,13,3.30%,64,16.24%,18,376,0,4.60%,95.40%,0,88,88,394,22.34%
118398,886,2318,State-funded primary,93,42,51,45.16%,54.84%,3,3.23%,10,10.75%,4,89,0,4.30%,95.70%,0,17,17,93,18.28%
